ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5016101,M,N,Y,2,58508.5,Working,Secondary / secondary special,Married,House / apartment,-8115,-2472,1,0,0,1,Cooking staff,3.0
5016102,M,Y,Y,1,39222.8,Working,Higher education,Married,House / apartment,-9286,-14121,1,1,0,0,Cleaning staff,2.0
5016103,F,Y,N,1,55631.1,Working,Secondary / secondary special,Single / not married,House / apartment,-19586,-9968,1,0,0,0,nan,3.0
5016104,M,N,N,0,162787.1,Working,Secondary / secondary special,Married,House / apartment,-19882,-14585,1,0,1,0,nan,2.0
5016105,F,Y,Y,0,68983.2,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-20425,-7250,1,0,0,1,Medicine staff,2.0
5016106,F,N,N,0,41172.7,Working,Secondary / secondary special,Single / not married,With parents,-19397,-4848,1,0,0,1,nan,1.0
5016107,M,N,Y,0,76433.6,Pensioner,Secondary / secondary special,Married,House / apartment,-18946,365243,1,0,0,1,Cleaning staff,2.0
5016108,F,N,Y,1,127423.8,Working,Secondary / secondary special,Married,With parents,-13092,-12218,1,0,0,0,IT staff,3.0
5016109,M,Y,N,0,39522.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24822,-2634,1,0,1,0,Laborers,2.0
5016110,F,N,Y,2,158999.3,Working,Secondary / secondary special,Civil marriage,House / apartment,-14562,-1152,1,1,0,0,Core staff,4.0
5016111,F,N,N,2,48026.6,Commercial associate,Secondary / secondary special,Married,House / apartment,-20554,-11316,1,1,1,0,Cooking staff,4.0
5016112,M,Y,Y,0,81004.4,Working,Secondary / secondary special,Married,House / apartment,-24733,-7129,1,0,0,0,Cooking staff,1.0
5016113,M,Y,Y,0,80488.3,Working,Secondary / secondary special,Single / not married,House / apartment,-23936,-9325,1,0,1,0,Security staff,2.0
5016114,M,Y,Y,3,74554.1,State servant,Secondary / secondary special,Married,House / apartment,-9797,-3603,1,1,0,1,High skill tech staff,4.0
5016115,F,N,N,1,95568.6,Pensioner,Secondary / secondary special,Married,House / apartment,-17427,365243,1,0,0,0,Low-skill Laborers,3.0
5016116,M,Y,N,1,145696.4,Working,Secondary / secondary special,Civil marriage,House / apartment,-20860,-13058,1,0,0,0,Realty agents,2.0
5016117,F,Y,N,1,96722.3,State servant,Higher education,Single / not married,House / apartment,-9690,-2649,1,0,0,1,Sales staff,3.0
5016118,M,N,N,0,72923.3,Working,Secondary / secondary special,Married,House / apartment,-24977,-13362,1,0,1,0,Private service staff,2.0
5016119,F,N,Y,0,124079.1,Working,Secondary / secondary special,Civil marriage,House / apartment,-14251,-11864,1,0,0,0,High skill tech staff,2.0
5016120,M,N,N,0,109494.7,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16780,-4382,1,1,1,0,nan,2.0
5016121,F,N,Y,0,70632.7,Working,Higher education,Married,Municipal apartment,-18933,-8075,1,0,0,0,nan,2.0
5016122,F,Y,Y,0,100825.9,Working,Secondary / secondary special,Married,With parents,-17917,-1809,1,0,0,0,Realty agents,2.0
5016123,F,N,N,0,67766.9,Working,Secondary / secondary special,Married,House / apartment,-18564,-12546,1,0,0,0,Managers,1.0
5016124,M,Y,Y,2,64031.5,Working,Secondary / secondary special,Married,With parents,-12376,-14262,1,1,0,0,nan,4.0
5016125,M,N,Y,1,147694.4,Working,Higher education,Married,House / apartment,-21259,-11309,1,0,0,0,Realty agents,3.0
5016126,M,N,N,0,123436.2,Working,Higher education,Civil marriage,House / apartment,-20630,-14363,1,0,1,1,Sales staff,2.0
5016127,F,Y,N,0,145101.7,State servant,Higher education,Married,House / apartment,-15483,-5438,1,0,1,0,Low-skill Laborers,1.0
5016128,M,N,N,1,135613.5,Working,Secondary / secondary special,Married,House / apartment,-11186,-11254,1,0,1,0,Secretaries,3.0
5016129,F,N,Y,0,63347.5,Working,Secondary / secondary special,Married,House / apartment,-14075,-1075,1,0,0,1,Low-skill Laborers,2.0
5016130,M,Y,Y,1,162859.1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17054,-8032,1,0,0,0,Private service staff,3.0
5016131,F,N,N,2,85067.2,Working,Secondary / secondary special,Married,House / apartment,-17498,-7392,1,0,0,0,Core staff,4.0
5016132,F,N,N,0,157095.5,Working,Higher education,Married,House / apartment,-23534,-1512,1,0,1,0,Drivers,2.0
5016133,F,N,Y,0,92729.5,State servant,Lower secondary,Married,House / apartment,-16721,-8776,1,0,1,0,nan,1.0
5016134,M,N,N,1,115448.7,State servant,Secondary / secondary special,Married,House / apartment,-14079,-92,1,0,0,0,HR staff,3.0
5016135,M,N,N,0,117197.3,Working,Higher education,Single / not married,House / apartment,-15929,-13218,1,1,1,0,Private service staff,2.0
5016136,M,Y,Y,0,148241.8,Pensioner,Secondary / secondary special,Separated,Municipal apartment,-12680,365243,1,0,1,0,Low-skill Laborers,2.0
5016137,M,Y,N,0,43596.3,Pensioner,Secondary / secondary special,Married,Rented apartment,-16429,365243,1,0,0,0,Accountants,1.0
5016138,F,N,Y,2,44882.4,Commercial associate,Secondary / secondary special,Married,With parents,-13387,-9609,1,0,0,0,Accountants,4.0
5016139,F,Y,Y,0,138116.9,Working,Secondary / secondary special,Married,House / apartment,-14623,-11830,1,1,0,0,Sales staff,2.0
5016140,F,N,Y,2,117969.5,Working,Incomplete higher,Married,Municipal apartment,-17423,-5443,1,0,1,0,nan,3.0
5016141,M,Y,N,0,66981.9,Working,Higher education,Married,House / apartment,-21808,-2770,1,0,0,0,Secretaries,2.0
5016142,F,Y,N,0,118439.1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11173,-10925,1,0,0,0,High skill tech staff,2.0
5016143,F,Y,N,1,48826.1,Pensioner,Higher education,Married,House / apartment,-14050,365243,1,0,0,0,Realty agents,3.0
5016144,F,N,N,0,504914.7,Commercial associate,Higher education,Separated,House / apartment,-13272,-1789,1,0,0,0,nan,1.0
5016145,M,N,Y,0,190191.3,Working,Secondary / secondary special,Married,House / apartment,-18003,-634,1,0,0,1,Waiters/barmen staff,1.0
5016146,F,Y,Y,0,134746.6,Working,Secondary / secondary special,Married,Rented apartment,-19773,-13923,1,0,1,0,High skill tech staff,2.0
5016147,F,N,Y,0,102520.2,Working,Higher education,Widow,With parents,-12176,-9715,1,0,0,0,Drivers,2.0
5016148,F,Y,Y,0,72448.8,Commercial associate,Higher education,Married,House / apartment,-8588,-3046,1,0,1,1,Sales staff,1.0
5016149,F,N,N,1,51272.3,Working,Academic degree,Single / not married,House / apartment,-21360,-6567,1,0,0,0,Cooking staff,3.0
5016150,M,Y,Y,1,93254.6,Commercial associate,Secondary / secondary special,Married,House / apartment,-16843,-2516,1,0,1,0,nan,3.0
5016151,M,N,N,3,64223.2,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20058,-8107,1,1,0,0,Drivers,5.0
5016152,F,N,Y,1,66123.5,Working,Higher education,Married,House / apartment,-7348,-5658,1,1,1,0,Cleaning staff,2.0
5016153,F,N,Y,1,48611.8,Working,Secondary / secondary special,Married,With parents,-22797,-13836,1,0,0,0,Laborers,3.0
5016154,M,Y,Y,1,111840.8,Working,Higher education,Married,House / apartment,-10476,-4484,1,0,0,0,IT staff,2.0
5016155,F,N,N,2,81756.7,State servant,Secondary / secondary special,Married,House / apartment,-24315,-12657,1,0,1,0,Secretaries,3.0
5016156,F,N,Y,0,128995.9,Working,Secondary / secondary special,Married,House / apartment,-15444,-10082,1,0,0,0,Accountants,2.0
5016157,F,N,Y,0,124063.6,Working,Secondary / secondary special,Widow,House / apartment,-16820,-4964,1,0,0,1,Sales staff,1.0
5016158,M,Y,N,1,110717.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11574,-389,1,0,1,0,Secretaries,3.0
5016159,F,Y,N,0,373144.2,Working,Secondary / secondary special,Married,House / apartment,-16331,-12115,1,1,0,0,Private service staff,1.0
5016160,F,N,N,2,149022.5,Working,Higher education,Married,House / apartment,-20596,-4949,1,1,1,0,nan,4.0
5016161,F,Y,Y,0,52560.3,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-25162,-9707,1,0,0,0,Security staff,2.0
5016162,F,Y,Y,0,124165.2,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10220,-3414,1,0,1,0,Managers,2.0
5016163,F,Y,N,1,96085.2,Working,Incomplete higher,Married,Municipal apartment,-8540,-13996,1,0,1,0,IT staff,3.0
5016164,F,N,N,0,50475.1,Working,Secondary / secondary special,Married,House / apartment,-15731,-11246,1,0,1,0,nan,1.0
5016165,M,Y,N,3,48493.4,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18305,-9627,1,0,0,0,Sales staff,4.0
5016166,F,N,Y,4,123822.1,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16601,-14577,1,1,0,0,IT staff,6.0
5016167,F,N,Y,1,139912.7,Working,Secondary / secondary special,Married,House / apartment,-21297,-3117,1,0,0,0,High skill tech staff,2.0
5016168,M,Y,Y,0,58505.2,Commercial associate,Secondary / secondary special,Married,House / apartment,-8052,-3846,1,1,1,0,Private service staff,1.0
5016169,F,N,N,0,160345.1,State servant,Lower secondary,Married,House / apartment,-10775,-5810,1,0,0,0,Low-skill Laborers,1.0
5016170,F,Y,Y,0,113829.5,Working,Secondary / secondary special,Single / not married,House / apartment,-13661,-1896,1,0,0,0,nan,2.0
5016171,F,N,N,2,179499.8,Working,Higher education,Married,House / apartment,-8616,-11361,1,0,0,0,Managers,3.0
5016172,M,N,Y,0,170213.7,Commercial associate,Secondary / secondary special,Married,House / apartment,-15911,-14006,1,0,1,0,Laborers,2.0
5016173,F,N,N,0,91197.4,Working,Incomplete higher,Married,House / apartment,-13049,-5471,1,0,0,0,Low-skill Laborers,2.0
5016174,M,Y,Y,0,223641.6,Commercial associate,Secondary / secondary special,Married,Rented apartment,-15306,-12024,1,1,0,0,Secretaries,2.0
5016175,M,N,Y,0,56271.4,Pensioner,Higher education,Married,House / apartment,-24504,365243,1,1,0,0,nan,2.0
5016176,F,N,Y,2,326161.3,Pensioner,Higher education,Married,House / apartment,-23599,365243,1,0,0,0,Sales staff,4.0
5016177,M,N,N,0,63615.2,Working,Higher education,Married,With parents,-11590,-12924,1,0,0,0,Cooking staff,2.0
5016178,F,N,N,0,96374.7,Pensioner,Secondary / secondary special,Married,House / apartment,-7846,365243,1,0,0,0,Realty agents,2.0
5016179,M,Y,Y,1,74340.1,Working,Secondary / secondary special,Single / not married,House / apartment,-7684,-12620,1,0,0,0,Private service staff,3.0
5016180,M,N,N,2,81765.0,Working,Secondary / secondary special,Married,Office apartment,-21293,-4325,1,0,1,0,nan,4.0
5016181,M,Y,Y,2,425822.1,Working,Secondary / secondary special,Married,With parents,-12388,-6285,1,0,0,0,Core staff,4.0
5016182,F,Y,N,1,78326.4,State servant,Higher education,Single / not married,House / apartment,-11246,-12645,1,1,0,0,Managers,3.0
5016183,F,N,N,0,151078.4,Working,Secondary / secondary special,Married,House / apartment,-12019,-13986,1,0,1,0,Secretaries,2.0
5016184,F,N,N,0,87754.5,Pensioner,Secondary / secondary special,Separated,House / apartment,-20955,365243,1,0,0,0,Secretaries,2.0
5016185,M,N,Y,4,157672.5,Working,Secondary / secondary special,Single / not married,House / apartment,-23676,-12211,1,1,0,0,Security staff,6.0
5016186,M,Y,Y,4,75201.0,Commercial associate,Lower secondary,Married,House / apartment,-14054,-13704,1,0,0,1,Realty agents,6.0
5016187,F,Y,N,1,112203.1,Working,Higher education,Married,House / apartment,-13056,-4549,1,1,1,0,Medicine staff,3.0
5016188,M,N,Y,1,135178.2,Working,Secondary / secondary special,Separated,Municipal apartment,-8702,-7757,1,1,1,0,High skill tech staff,3.0
5016189,M,N,Y,3,68809.3,Student,Higher education,Married,House / apartment,-9939,-4067,1,1,0,0,Managers,5.0
5016190,F,Y,N,0,391939.6,Working,Higher education,Married,House / apartment,-12013,-2755,1,0,0,0,Low-skill Laborers,2.0
5016191,M,N,Y,0,138755.8,Working,Higher education,Single / not married,House / apartment,-18932,-356,1,1,1,0,IT staff,1.0
5016192,F,Y,N,1,88169.3,Pensioner,Secondary / secondary special,Married,House / apartment,-8401,365243,1,0,0,0,Laborers,2.0
5016193,F,N,N,3,69660.1,Pensioner,Higher education,Married,House / apartment,-22845,365243,1,1,1,0,Managers,5.0
5016194,M,N,N,1,103348.4,Working,Secondary / secondary special,Married,House / apartment,-11286,-12591,1,0,0,0,nan,3.0
5016195,M,N,Y,2,53744.7,Commercial associate,Higher education,Single / not married,House / apartment,-21757,-8758,1,0,0,0,Laborers,4.0
5016196,M,Y,Y,0,240661.7,Commercial associate,Secondary / secondary special,Separated,House / apartment,-20301,-8800,1,1,1,0,Laborers,2.0
5016197,F,N,Y,0,122470.7,Working,Incomplete higher,Married,House / apartment,-24120,-13430,1,0,0,0,Cleaning staff,2.0
5016198,F,N,Y,0,94467.1,Working,Secondary / secondary special,Married,House / apartment,-24605,-4119,1,0,0,0,Medicine staff,1.0
5016199,M,N,Y,4,166539.7,Working,Secondary / secondary special,Widow,With parents,-17425,-4530,1,1,1,1,HR staff,6.0
5016200,M,N,Y,0,68819.5,Working,Higher education,Married,House / apartment,-24595,-12412,1,1,0,0,Secretaries,1.0
5016201,F,Y,Y,0,55382.6,Working,Secondary / secondary special,Married,House / apartment,-10401,-6027,1,0,1,0,Managers,2.0
5016202,F,N,Y,3,92497.2,Working,Secondary / secondary special,Married,House / apartment,-10474,-9671,1,0,0,1,Medicine staff,5.0
5016203,M,Y,N,0,105216.1,Working,Secondary / secondary special,Married,House / apartment,-23748,-8813,1,0,0,0,Core staff,1.0
5016204,M,N,Y,2,128706.9,Working,Secondary / secondary special,Married,House / apartment,-19962,-12625,1,1,1,0,Core staff,3.0
5016205,M,Y,Y,0,47186.4,Working,Secondary / secondary special,Married,With parents,-23914,-8541,1,1,1,0,nan,2.0
5016206,F,N,N,0,78577.6,Working,Higher education,Married,House / apartment,-16836,-2931,1,0,0,0,Laborers,2.0
5016207,F,Y,N,1,27000.0,Pensioner,Higher education,Single / not married,House / apartment,-17132,365243,1,0,0,0,Managers,3.0
5016208,M,Y,Y,4,54656.6,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-12589,365243,1,0,0,1,Cooking staff,5.0
5016209,F,Y,N,0,141157.4,Working,Secondary / secondary special,Separated,House / apartment,-21448,-13456,1,0,0,0,Low-skill Laborers,1.0
5016210,M,N,Y,2,159613.9,Working,Secondary / secondary special,Separated,House / apartment,-10339,-9370,1,0,0,0,nan,4.0
5016211,M,N,Y,0,55770.4,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-21373,-6906,1,0,1,0,Cooking staff,2.0
5016212,M,N,N,0,83926.6,State servant,Higher education,Married,House / apartment,-20646,-5865,1,0,0,0,Managers,2.0
5016213,F,Y,N,0,99987.8,Working,Secondary / secondary special,Married,House / apartment,-8034,-5779,1,0,0,0,Cleaning staff,2.0
5016214,F,N,N,2,169236.9,Working,Higher education,Married,House / apartment,-13487,-4555,1,1,1,0,HR staff,3.0
5016215,F,N,N,0,212043.7,Working,Secondary / secondary special,Married,House / apartment,-14967,-1096,1,1,0,0,High skill tech staff,1.0
5016216,M,Y,N,0,106568.3,Commercial associate,Secondary / secondary special,Married,Rented apartment,-10163,-9052,1,0,0,0,Managers,1.0
5016217,M,N,N,2,86655.1,State servant,Secondary / secondary special,Single / not married,House / apartment,-17333,-12702,1,0,1,1,Realty agents,4.0
5016218,M,N,Y,0,47961.5,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12915,-1719,1,1,0,0,Private service staff,2.0
5016219,F,Y,N,0,104196.6,Commercial associate,Secondary / secondary special,Married,House / apartment,-18520,-8935,1,0,1,1,Waiters/barmen staff,1.0
5016220,M,Y,Y,0,278580.2,Commercial associate,Secondary / secondary special,Married,House / apartment,-15309,-3894,1,0,0,0,Medicine staff,2.0
5016221,F,N,Y,1,188169.1,Working,Secondary / secondary special,Married,House / apartment,-18654,-11292,1,1,0,0,IT staff,3.0
5016222,M,Y,Y,0,107734.9,Commercial associate,Secondary / secondary special,Married,House / apartment,-17316,-8310,1,0,0,0,Cooking staff,1.0
5016223,M,N,N,2,114885.2,Working,Secondary / secondary special,Married,House / apartment,-8851,-7816,1,0,1,0,Secretaries,4.0
5016224,F,N,N,0,69964.4,Working,Higher education,Widow,House / apartment,-20360,-9889,1,0,1,0,Cooking staff,2.0
5016225,M,N,N,0,82572.5,Working,Secondary / secondary special,Separated,House / apartment,-22063,-12143,1,0,0,0,Low-skill Laborers,2.0
5016226,M,N,Y,2,106276.5,Commercial associate,Secondary / secondary special,Married,With parents,-10483,-14425,1,0,1,0,Private service staff,4.0
5016227,M,Y,Y,0,106437.9,Commercial associate,Secondary / secondary special,Separated,House / apartment,-21854,-13640,1,0,1,0,HR staff,2.0
5016228,F,N,Y,3,163631.9,Commercial associate,Secondary / secondary special,Married,House / apartment,-15761,-12901,1,0,1,0,Sales staff,4.0
5016229,F,Y,Y,0,159698.3,Working,Secondary / secondary special,Married,Rented apartment,-20476,-1316,1,0,1,0,Drivers,2.0
5016230,M,N,N,0,128063.7,Working,Higher education,Married,House / apartment,-16851,-2467,1,0,0,0,Accountants,2.0
5016231,F,N,Y,0,59899.7,Working,Secondary / secondary special,Single / not married,House / apartment,-15328,-1991,1,0,0,1,Cleaning staff,1.0
5016232,M,N,N,0,61040.5,Working,Secondary / secondary special,Married,House / apartment,-24153,-4553,1,0,0,0,nan,1.0
5016233,M,N,Y,0,63326.2,Working,Secondary / secondary special,Married,House / apartment,-17390,-2738,1,0,0,0,HR staff,2.0
5016234,M,N,Y,0,111052.7,Working,Secondary / secondary special,Married,House / apartment,-7369,-7594,1,0,1,1,IT staff,2.0
5016235,F,Y,N,0,35840.7,Commercial associate,Higher education,Married,House / apartment,-9470,-13885,1,0,1,0,Medicine staff,2.0
5016236,M,N,Y,0,98406.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-17142,-14058,1,0,0,0,Medicine staff,2.0
5016237,M,Y,Y,0,199650.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17330,-5690,1,1,0,0,Waiters/barmen staff,2.0
5016238,M,N,Y,0,137779.9,Commercial associate,Higher education,Married,House / apartment,-10974,-6306,1,0,0,0,nan,1.0
5016239,M,Y,N,0,82837.5,Working,Secondary / secondary special,Widow,House / apartment,-15328,-12947,1,0,1,0,nan,1.0
5016240,F,N,N,0,69624.5,Working,Higher education,Widow,Rented apartment,-21782,-11802,1,0,1,0,Medicine staff,2.0
5016241,M,Y,N,1,147688.1,Pensioner,Incomplete higher,Married,House / apartment,-22721,365243,1,0,0,0,Secretaries,3.0
5016242,M,N,N,1,115039.1,Commercial associate,Secondary / secondary special,Married,House / apartment,-17165,-1027,1,0,0,0,Waiters/barmen staff,2.0
5016243,F,N,N,1,87271.9,Working,Higher education,Married,Rented apartment,-19342,-7549,1,0,0,0,nan,2.0
5016244,M,N,N,0,73532.6,Pensioner,Secondary / secondary special,Married,House / apartment,-21871,365243,1,0,0,0,Realty agents,2.0
5016245,F,Y,N,0,102558.8,Commercial associate,Secondary / secondary special,Married,House / apartment,-16097,-7821,1,0,1,0,Security staff,2.0
5016246,F,N,Y,0,84836.5,Working,Secondary / secondary special,Married,House / apartment,-15303,-2606,1,0,0,0,HR staff,2.0
5016247,M,Y,Y,2,146120.9,Commercial associate,Higher education,Single / not married,House / apartment,-23315,-4524,1,1,0,0,Security staff,4.0
5016248,F,N,N,0,183612.8,Working,Secondary / secondary special,Married,House / apartment,-10047,-7916,1,0,0,0,nan,1.0
5016249,M,Y,Y,0,49830.1,Commercial associate,Secondary / secondary special,Married,House / apartment,-12547,-10209,1,1,0,0,Medicine staff,1.0
5016250,F,N,Y,0,53481.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-24934,-13030,1,0,1,0,Core staff,2.0
5016251,M,Y,N,3,193692.7,State servant,Higher education,Widow,House / apartment,-8204,-10185,1,0,0,0,Realty agents,5.0
5016252,M,N,Y,1,107249.1,Working,Secondary / secondary special,Married,House / apartment,-12340,-10558,1,0,1,0,Accountants,3.0
5016253,F,N,N,0,56059.8,Working,Secondary / secondary special,Married,House / apartment,-10663,-12184,1,0,1,0,Waiters/barmen staff,1.0
5016254,F,Y,N,0,161397.5,State servant,Secondary / secondary special,Married,House / apartment,-8588,-5415,1,0,0,1,Core staff,1.0
5016255,F,N,Y,2,117106.9,Working,Secondary / secondary special,Married,House / apartment,-24995,-8396,1,1,1,0,nan,3.0
5016256,F,N,N,0,297040.2,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-8049,365243,1,1,1,0,HR staff,2.0
5016257,M,Y,N,0,87759.0,Working,Secondary / secondary special,Married,Municipal apartment,-13244,-12680,1,0,0,0,Waiters/barmen staff,2.0
5016258,M,N,Y,1,171845.7,Working,Secondary / secondary special,Single / not married,House / apartment,-24029,-11934,1,0,0,0,Secretaries,3.0
5016259,M,N,N,0,47838.3,Working,Secondary / secondary special,Civil marriage,House / apartment,-16662,-10130,1,0,0,0,Sales staff,2.0
5016260,F,Y,N,0,198394.7,Commercial associate,Higher education,Married,House / apartment,-8184,-614,1,0,0,0,Managers,2.0
5016261,M,N,Y,0,158273.5,Working,Higher education,Single / not married,House / apartment,-12743,-5171,1,1,0,1,Core staff,1.0
5016262,F,Y,Y,2,220174.1,Working,Secondary / secondary special,Single / not married,House / apartment,-8643,-6199,1,1,1,0,HR staff,4.0
5016263,M,Y,Y,0,172006.9,Working,Secondary / secondary special,Civil marriage,House / apartment,-10000,-9536,1,0,0,0,Realty agents,2.0
5016264,M,N,Y,2,93946.0,Working,Secondary / secondary special,Widow,House / apartment,-9011,-2622,1,1,0,0,nan,4.0
5016265,M,N,Y,1,54964.2,Working,Secondary / secondary special,Married,House / apartment,-7927,-4647,1,1,0,0,Secretaries,3.0
5016266,F,N,N,3,73055.4,Working,Secondary / secondary special,Married,House / apartment,-8755,-11994,1,1,1,0,Cooking staff,4.0
5016267,F,N,Y,2,40922.1,Working,Higher education,Married,House / apartment,-11083,-1475,1,0,1,0,nan,4.0
5016268,F,N,N,0,62289.6,Working,Secondary / secondary special,Married,With parents,-7363,-1688,1,0,0,0,Secretaries,2.0
5016269,M,N,Y,0,122140.9,Commercial associate,Higher education,Married,House / apartment,-9729,-7088,1,0,0,0,Laborers,2.0
5016270,F,Y,Y,1,96386.7,Working,Secondary / secondary special,Civil marriage,House / apartment,-10699,-4321,1,0,0,0,nan,3.0
5016271,M,N,N,1,88274.4,Working,Secondary / secondary special,Married,House / apartment,-17548,-13168,1,1,0,1,nan,3.0
5016272,F,N,N,0,66399.7,Working,Higher education,Married,House / apartment,-17760,-1705,1,0,0,0,HR staff,2.0
5016273,F,Y,Y,2,40692.6,Working,Secondary / secondary special,Married,House / apartment,-16415,-12920,1,0,1,0,nan,4.0
5016274,M,N,Y,0,108124.8,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-13074,365243,1,0,0,1,Cooking staff,2.0
5016275,F,Y,N,0,119321.9,State servant,Secondary / secondary special,Single / not married,House / apartment,-15037,-3517,1,0,1,1,IT staff,2.0
5016276,F,N,Y,1,60127.2,Working,Secondary / secondary special,Married,House / apartment,-19205,-7992,1,1,0,0,nan,3.0
5016277,M,N,Y,0,75605.2,Commercial associate,Higher education,Married,House / apartment,-12117,-13782,1,1,0,0,HR staff,2.0
5016278,F,N,Y,0,213430.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-20845,-1650,1,0,0,0,Realty agents,1.0
5016279,M,Y,N,3,176265.9,Pensioner,Secondary / secondary special,Widow,House / apartment,-9142,365243,1,1,0,0,Medicine staff,4.0
5016280,M,N,Y,1,46994.6,Pensioner,Higher education,Widow,House / apartment,-22167,365243,1,0,0,0,Medicine staff,3.0
5016281,M,Y,N,3,94625.5,Working,Secondary / secondary special,Married,House / apartment,-8976,-12627,1,1,0,1,nan,5.0
5016282,M,N,N,1,204327.2,State servant,Secondary / secondary special,Single / not married,House / apartment,-12024,-4066,1,1,1,0,Managers,2.0
5016283,F,N,N,1,88591.3,State servant,Academic degree,Civil marriage,House / apartment,-13979,-6512,1,0,1,0,Laborers,2.0
5016284,M,N,Y,1,86295.1,Working,Secondary / secondary special,Married,House / apartment,-8237,-12432,1,1,0,0,Secretaries,3.0
5016285,F,N,Y,0,170479.2,Working,Secondary / secondary special,Single / not married,House / apartment,-14257,-3089,1,1,1,0,Medicine staff,1.0
5016286,M,N,Y,0,161705.9,Commercial associate,Higher education,Married,House / apartment,-17472,-13714,1,0,1,0,Realty agents,2.0
5016287,F,Y,Y,0,157574.2,Working,Secondary / secondary special,Married,House / apartment,-9678,-3620,1,0,1,0,nan,2.0
5016288,F,Y,N,4,86595.9,Commercial associate,Higher education,Separated,House / apartment,-16450,-9579,1,0,0,0,Drivers,6.0
5016289,F,N,N,0,137508.9,Working,Secondary / secondary special,Married,Rented apartment,-25111,-7910,1,0,0,0,Accountants,2.0
5016290,M,N,N,0,208433.0,Working,Higher education,Civil marriage,House / apartment,-11942,-1090,1,0,0,0,Low-skill Laborers,1.0
5016291,M,Y,N,1,96284.6,Pensioner,Higher education,Married,House / apartment,-13904,365243,1,1,0,0,Waiters/barmen staff,3.0
5016292,M,N,N,0,80684.0,State servant,Secondary / secondary special,Married,House / apartment,-19313,-1359,1,0,1,0,nan,2.0
5016293,F,N,Y,0,182596.9,Working,Secondary / secondary special,Married,House / apartment,-21900,-10650,1,0,0,1,Cleaning staff,2.0
5016294,F,Y,N,0,274503.7,Pensioner,Secondary / secondary special,Separated,Municipal apartment,-11362,365243,1,0,0,0,Drivers,2.0
5016295,M,N,Y,2,284219.6,Working,Secondary / secondary special,Married,House / apartment,-9767,-13222,1,1,0,0,nan,4.0
5016296,M,N,N,0,81858.2,Commercial associate,Higher education,Married,House / apartment,-23697,-1442,1,0,0,0,Realty agents,2.0
5016297,F,Y,Y,0,86075.5,Working,Higher education,Married,House / apartment,-9262,-4685,1,1,0,0,Secretaries,1.0
5016298,M,Y,N,0,59007.4,Commercial associate,Higher education,Married,House / apartment,-12954,-294,1,0,1,0,nan,2.0
5016299,F,N,Y,0,104718.0,Working,Incomplete higher,Married,House / apartment,-12899,-2769,1,0,1,0,Core staff,1.0
5016300,F,N,N,0,57695.9,Pensioner,Higher education,Civil marriage,House / apartment,-10355,365243,1,0,1,0,Security staff,1.0
5016301,F,N,N,3,75862.9,Commercial associate,Higher education,Married,House / apartment,-22867,-8456,1,1,0,0,nan,5.0
5016302,M,Y,N,0,140163.5,Working,Higher education,Civil marriage,House / apartment,-17742,-14395,1,0,0,0,Core staff,2.0
5016303,M,N,N,0,119969.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13728,-8555,1,0,1,0,Low-skill Laborers,1.0
5016304,F,N,Y,3,39920.3,State servant,Higher education,Married,House / apartment,-15493,-11481,1,1,0,1,Accountants,5.0
5016305,F,N,Y,1,216456.8,Working,Higher education,Married,With parents,-15123,-9504,1,0,1,0,Private service staff,3.0
5016306,M,N,N,0,57325.6,Working,Secondary / secondary special,Single / not married,House / apartment,-7379,-9937,1,0,0,0,Sales staff,2.0
5016307,M,Y,N,0,61055.2,Pensioner,Incomplete higher,Single / not married,House / apartment,-18718,365243,1,0,0,0,Private service staff,1.0
5016308,F,N,N,2,53132.2,Commercial associate,Secondary / secondary special,Married,House / apartment,-8398,-14517,1,0,0,1,Cleaning staff,4.0
